ID,Timestamp,Contact Method(s),Type progress note here:,Staff Person(s),Primary Issue Area,What organization are you referring this client to?,Ref person,Date of Interaction (mm/dd/yy),Any of the below outcomes achieved?,Date of Outcome (mm/dd/yy),"Based on client's Contact Info and Method, Issue Area, and Staff",Was this client referred to us FROM somewhere else?,IA: Reason for Coming to CSC,IA: Background Information,IA: Strengths,IA: Needs,Short Term Goals,Short Term Goal Timeline,Long Term Goals,Long Term Goal Timeline,ISP: What will you do?,ISP: What will the client do?,Internal Notes,CAPnote,CAPatt,Gross Income,Legal Rent,Type of Subsidy,Effective Rent,Income Period,Internal Notes (previous) + Contracts,cm-actID,dummy1,dummy2,dummy3,dummy4
140,1/24/2013 0:00,Person,"Client is self reliant but often unprepared. We constantly have to remind client about appointments or documents that are needed. We will work with client to develop positive habits and to keep up with appointments. We have set up major appointment with client and the Lawyers who are doing the closing of the co-op conversion plan for 1/31/3013. Once client meets with lawyers and pays for the ownership of the co-op apartment, we will continue to work with client in order for him to keep his apartment.",Angee,OP,,,1/28/2013 13:24,nc]OP,,NEW,,,,,,,,,,,,,TRUE,TRUE,,,,,,,1,,,,
140,3/28/2013 0:00,,"Received Rent Breakdown from HPD-Sec 8, eff. 5/1/13",,ED,,,,E4,5/1/2013 0:00,,,,,,,,,,,,,,FALSE,FALSE,,,Sec8,,,,,,,,
141,11/30/2010 0:00,,(ATT),Daniel,AH,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,HPD-AHC 9/16-12/15/10 counted,,,,,
141,12/1/2010 0:00,Person,Filed CSC Housing Eligibility Assessment,Daniel,AH,,,12/1/2010 0:00,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,HPD-AHC 9/16-12/15/10 counted,1,,,,
141,12/1/2010 0:00,,(ATT),Daniel,AH,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,HPD-AHC 9/16-12/15/10 counted,,,,,
141,1/20/2011 0:00,,Gave Jerry the list of websites.,Daniel,AH,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,HPD-AHC 12/16/10-3/15/11 AH counted,,,,,
142,12/1/2010 0:00,Person,Gave her a pile of ad and app copies I had (printed on 9/25/2010),Daniel,AH,,,12/1/2010 0:00,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,HPD-AHC 12/16/10-3/15/11 AH counted,1,,,,
143,12/2/2010 0:00,,(ATT),,OP,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
143,12/13/2010 0:00,,(ATT),,OP,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
143,12/17/2010 0:00,,(ATT),,OP,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
143,12/20/2010 0:00,,(ATT),,OP,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
144,11/17/2010 0:00,,(ATT),John,OP,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
144,12/3/2010 0:00,,(ATT),John,OP,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
144,12/17/2010 0:00,,(ATT),Christian,S,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
144,12/21/2010 0:00,,(ATT),,OP,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
144,1/6/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
144,1/7/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
145,10/15/2010 0:00,Phone,"On 10/15, Ms Martinez, of 67 E. 4th St., Apt. 5A, called with two questions.  First, she wanted to know how often landlords are required to paint a unit.  I told her every three years according to the NYC Housing Maintenance Code.  Second, she wanted to k",John,C,,,10/15/2010 0:00,Yes,10/15/2010 0:00,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, C or EH counted;, capfy11; USE",2,,,,
145,11/30/2010 0:00,,(ATT),Christian,ED,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
145,12/13/2010 0:00,,(ATT),John,OP,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
145,1/19/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
145,1/25/2011 0:00,,(ATT),,EE,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
145,6/16/2011 13:55,Person,,Christian,ED,,,6/15/2011 0:00,Eu,6/30/2011 0:00,NEW,,"Ms. Martinez, live in this community for more than 25 years, she is disable, live along and need help to fill out secction 8 recertification in order to continue to live en her apartment.",,,,"Get Ms. Martinez, to put all the documents neccesary in order in order to completed the recertification.",,"Get to fill out the secction 8 completed , and sent it back to housing for approval.",,"I request from client to get us SS award letter, bank statement, rent and utilities bill in order to completed the application for the secction 8 recertification.",,,FALSE,FALSE,,,,,,cap - need to enter att as of 7/15/11; HPD CCC 3-6 2011 - C counted; cap 6/30/11,1,,,,
145,2/1/2012 0:00,Person,"Need section 8 recertification, in order to keep her apartment afforable, the  application was completed, sign, copies made and giving to client to mail to Section 8 office overnight and with return receipt, also fill out her School Tax Credit, and giving to her be mail it.",Christian,ED,,,2/1/2012 19:14,E1,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,NYC210,,,,1,,,,
146,10/17/2010 0:00,"Person, Email","This client and many others in his building and 5 others are being overcharged by their LL due to his dis-regard of the J-51 tax abatement for their building.

I've been hosting meetings and doing outreach to provide info to these tenants... to educate, o",Brandon,"C, TA",,,10/17/2010 0:00,Legal issues related to housing resolved,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
146,11/15/2010 0:00,,(ATT),Brandon,"C, TA",,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
147,10/18/2010 0:00,Phone,"Wanted $ help with paying utilities.
Waiting for her to respond with full name and phone number before I research.",Daniel,"E, R",CTA,,10/18/2010 0:00,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, R counted",2,,,,
148,10/18/2010 0:00,"Person, Phone","On 10/18, Mr. Fabrey of 145 Fourth Avenue, Apt 5H, called about an issue involving his renewal lease.  He said he had exceeded by 30 days the 60-day time-limit for returning his renewal lease.  His landlord told him he could come to his office to sign the",John,C,,,10/18/2010 0:00,Yes,10/18/2010 0:00,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, C or EH counted;; USE",1,,,,
149,10/18/2010 0:00,,(ATT),Brandon,"C, TA",,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
150,10/18/2010 0:00,,(ATT),,"C, TA",,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
151,10/19/2010 0:00,Phone,"Eligibility app
$24,000 for 2009
$12,000-$15,000 for 2010
Disability  and unemp
Now just disab, a little unemp ; sent her elig app, gala invite.",Daniel,AH,,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,HPD-AHC 9/16-12/15/10 counted,2,,,,
151,11/1/2010 0:00,"Phone, Email",Filed CSC Housing Eligibility Assessment,Daniel,AH,,,11/1/2010 0:00,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,HPD-AHC 9/16-12/15/10 counted,2,,,,
152,10/20/2010 0:00,Phone,"Mother died, step-father is on lease, can't declare his income to SS?  Tawana (daughter) can declare sufficient income, wants to, but LL doesn't want to put her on lease.",Daniel,"HS, R","Mid Bronx Sr Citizens Council, Inc",,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, R counted",2,,,,
153,10/20/2010 0:00,Person,"Submitted elig app, and gave her DHCR Overcharge postcard.
pays $1200/mo for 200 sq ft.",Daniel,"AH, C, R",Apps,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, R counted; HPD-AHC 9/16-12/15/10 counted",1,,,,
153,10/21/2010 0:00,Person,Filed CSC Housing Eligibility Assessment,Daniel,AH,,,10/21/2010 0:00,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,HPD-AHC 9/16-12/15/10 counted,1,,,,
153,2/16/2011 0:00,,(ATT),,AH,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,HPD-AHC 12/16/10-3/15/11 AH counted,,,,,
153,2/14/2013 0:00,Proxy,"Mary Foster said friend Helen Calthorpe, who applied for MHA apt, got interviewed by Jasmine shortly after, needed to drop off docs. No word from MHA yet. And said 2 apts in her bldg are empty (formerly Majiba, 5D? -- and studio under Gmitter, 4B). Hopes Helen could get 4B.",Daniel,AH,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,9,,,,
154,10/20/2010 0:00,,(ATT),John,E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
154,10/21/2010 0:00,Person,"On 10/21, Ms Fillon, of 70 Pitt Street, Apt. 7A, came in for help understanding a notice she received from the NYCHA, her landlord.  I explained in Spanish to her that she was scheduled for an administrative hearing to terminate her tenancy due to sublett",John,"C, R",LA,No,10/21/2010 0:00,Yes,10/21/2010 0:00,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, R counted",1,,,,
155,10/23/2010 0:00,"Person, Email","This client and many others in his building and 5 others are being overcharged by their LL due to his dis-regard of the J-51 tax abatement for their building.

I've been hosting meetings and doing outreach to provide info to these tenants... to educate, o",Brandon,C,,,10/23/2010 0:00,Legal issues related to housing resolved,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, C or EH counted;; USE",1,,,,
155,1/12/2011 0:00,,Correspondence with tenant via email regarding overcharge and organizing questions.,Brandon,C,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
156,10/24/2010 0:00,Email,"On 10/24, Mr. Burrows, a Chelsea tenant with a disability whose rent exceeds his monthly SSDI benefits, e-mailed Steve inquiring about affordable-housing opportunities for persons with disabilities.  Steve forwarded Mr. Burrow’s e-mail to the staff for a",John,"C, R","DHCR, HPD, NYCHRC",No,10/24/2010 0:00,Yes,10/24/2010 0:00,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, R counted",3,,,,
157,10/25/2010 0:00,,(ATT),,C,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
158,10/27/2010 0:00,,(ATT),,HS,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
159,10/27/2010 0:00,Person,"On 10/27, Mr. Novatnak, of 607 E. 11th St., Apt. 14, called regarding breaking his lease for a market-rate rental apartment.  He said he and his wife feel uncomfortable in their unit after repeated problems with a neighbor and the landlord over a leak in",John,C,,,10/27/2010 0:00,Yes,10/27/2010 0:00,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, C or EH counted;; USE",1,,,,
160,10/28/2010 0:00,,(ATT),John,"C, TA",,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
160,10/29/2010 0:00,Person,"On 10/29, Ms Moses came in to discuss options regarding the Department of Building’s failure to follow up on a cease-and-desist order it issued to a restaurant operating on the ground floor of Ms Moses’s building for a chimney it installed in Moses’s buil",John,"C, R",CC: Mendez,None,10/29/2010 0:00,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, R counted",1,,,,
161,10/29/2010 0:00,Email,"On 10/29, I responded to an e-mail from Ms Pounds, of 60 E. 12th St., Apt. 3L, forwarded to the entire staff by Steve for a response.  I answered by e-mail to her her questions and concerns regarding her landlord’s Petition for Decontrol of her apartment.",John,C,,,10/29/2010 0:00,Yes,10/29/2010 0:00,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,"HPD-CCC 7/10-2/11, compiled 3/1/11, C or EH counted;; USE",3,,,,
162,10/29/2010 0:00,,(ATT),,"C, OP",,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
163,7/16/2010 0:00,,Intake,Christian,ED,,,,Yes,9/30/2010 0:00,,,,,,,,,,,,,,FALSE,FALSE,,,Sec8,,,Capricorn 11/19/2010,,,,,
163,11/1/2010 0:00,,(ATT),Christian,E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
163,11/2/2010 0:00,,(ATT),Christian,E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
163,11/3/2010 0:00,,(ATT),Christian,E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
163,12/15/2010 0:00,,(ATT),Christian,"ED, C",,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
163,1/5/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
163,1/25/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,Capricorn - att but not note - 2/22/2011,,,,,
163,2/18/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
163,2/22/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
163,3/3/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
163,5/5/2011 11:00,,"Mrs. Cipriani, brought us the approval of the Section 8 recertification, done Feb. 01,11.",,ED,,,5/5/2011 0:00,Eu,2/1/2011 0:00,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,cap 6/30/11 prob incl att,,,,,
163,10/25/2011 0:00,Person,FS recert maile.d,Christian,EI,,,12/21/2011 17:04,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
163,10/25/2011 16:03,Person,Working on Food Stamps reapp.,Christian,EI,,,,,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
163,11/15/2011 0:00,Person,Began sec 8 recert,Christian,ED,,,12/21/2011 17:03,,,NEW,,,,,,,,,,,,,FALSE,FALSE,18000,,Sec8,360,yr,,1,,,,
163,11/15/2011 0:00,Person,"We completed the pkge. for the section 8 recertification, pending for more documents to be mail.",Christian,ED,,,6/26/2012 0:00,E2,1/15/2012 0:00,NEW,,"Ms.Cipriani, single mother, long time resident of the Cooper Square Area, need help to completed Section 8 recertification.",,,,"Completed the forms, ask the client, to bring job letter, daughter school paper, bank statement, 
Con Edison bill, to make copies to mail to with the application.",,"Get Section 8 to approved the recertification, to keep our client  living in her  affordable apartment.",,"Today we fill out all the forms in the section 8 recertifivcation pkge. and giving instruction for the pending documents, and to call for an appoitment went she got together all the pending documents.",,,TRUE,TRUE,800,,Sec8,,mo,,1,,,,
163,11/22/2011 0:00,,"Got all docs (Gina's school and job stmts + Con Ed, bank stmt), mailed package 11/22.",,,,,12/21/2011 17:03,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
163,2/14/2012 0:00,,Section 8 recertfication approval.,,,,,6/26/2012 0:00,E3,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
163,2/15/2012 0:00,,"Ms. Cipriani, need help completed the medicaid recertification pkge., done, and giving to client to mail it.",Christian,EE,,,2/15/2012 15:52,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
163,2/21/2012 17:52,,"Section 8 recertification approved, Ms. Cipriani brought in the copy of the approval.",Christian,ED,,,,E3,2/14/2012 0:00,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
163,4/18/2012 18:13,,"Client needed to informed medicaid change of income, letter was done and copy of other relates documents done too, and giving to client to take in person to medicaid office.",,EE,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,T4,,,,,
163,5/2/2012 16:13,,"Ms. Cipriani, needed help to completed medicaid certification for her daughter Gina, done and giving to be mail, copy on file.",,EE,,,,E1,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
163,5/3/2012 18:40,,We completed her daughter medicaid recertification.,,EE,,,,E1,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,n,,,,,
163,6/27/2012 13:34,"Person, Phone","Daniel helped Josefina copy docs for FS recertification, due 7/2; she had to go there and close some holes in the recert.
Docs: employment letter, electr, phone, rent","Christian, Daniel",EI,,,,E1,,NEW,,,,,,,,,,,,,FALSE,FALSE,,,,,,,1,,,,
163,10/10/2012 14:32,,"This client needed help to completed a Disability 'forms, presently without income, needed in order to keep her Section 8 to pay the rent in place.",,EI,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
163,11/5/2012 14:33,,"Ms.Cipriano, need help to completed a Food Stamp Recertfication, in order to have money to pay her rent, we completed all the forms, make copies to the supporting documents, and giving to her to be mail it.",,EI,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
163,11/27/2012 18:14,,"Ms.  Cipriani need help to completed section 8 recertification, brought all needed supporting documents in order to completed the application, application done and sign by client, took in person to section 8 office, expect answer in about 45 days.  In order to remain her apartment with an afforable rent.",,EI,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
164,11/1/2010 0:00,,(ATT),Christian,E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
165,9/16/2010 0:00,,,Christian,E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
165,10/7/2010 0:00,,"Food stamps recert
asked her to call FS agency first.  if they can't help, we (John?) will.  --- they won't, only make appt AFTER you submit paperwork.  says Fri mornings or next Tues after 3pm.  I'll ask John.",Daniel,ED,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
165,11/1/2010 0:00,,(ATT),,E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
165,11/3/2010 0:00,,(ATT),,E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
165,11/15/2010 0:00,,(ATT),,E,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
165,12/17/2010 0:00,,(ATT),,ED,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
165,12/20/2010 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
165,2/1/2011 0:00,,(ATT),,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
165,2/24/2011 0:00,,(ATT),John,OP,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
165,4/29/2011 11:41,Person,,Christian,ED,,,4/28/2011 0:00,Eu,6/30/2011 0:00,NEW,,"Ms. Villegas has migrated from El Salvador and has being living in the Lower East Side for the last 15 years, live alone and work a part time job, what make her in need some help, she he is here today to recertify her food stamp.",,,,Get Ms.Villegas to bring a job letter in order to completed the food stamp recertification form and mail to the F.S. Office.,,"Get her food stamp approved in order she could get more money in her household to pay others bills, like rent. etc.",,"Fill out the forms sent by FS recertification program, make Ms. Villegas sign it, make copies, pending for the job letter to be mail it.",,,FALSE,FALSE,,,FS,,,,1,,,,
165,9/28/2011 12:05,,"Asked Rosalinda to go to FS office and request forms in Spanish. She seemed reluctant to wait all day, but I told her otherwise I can't help her unless she helps herself. I mentioned our ""new policy"" of getting people to do all they can. We nevertheless made an appt for Mon 10/3, I wasn't sure if that placated her and made her think she needn't look for the forms. At a certain point she indicated she would try to get them. I will call FS and confirm how one gets Spanish forms.",,EI,,,9/27/2011 0:00,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
165,9/28/2011 13:25,,"Called Rosalinda, she called FS, they said to come Monday to 116th/Amsterdam and they will do it electronically. I reminded her to ask for forms in upcoming yrs to be sent to her in Spanish. She said that she figured she'd call, realizing that each of our clients has to ""do our part."" Our Monday appt is cancelled therefore.",,EI,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
165,10/3/2011 15:32,,Client dropped off copy of application completed electronically at FS office.,,EI,,,,,,CONT,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,
165,3/27/2012 18:08,,"Mrs. Villegas needed help to completed the recertification of Medicaid, was done, we make copies of all of the requirements documents, sign, and giving to client to be mail it.",,EE,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
165,4/19/2012 17:07,,Ms. Villegas needed a Job letter of self employment for Section 8 recertification. Done giving to client to mail it.,,ED,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
165,5/1/2012 15:34,,"Ms.Villegas, needed help to completed form regarding secction 8 recertification pkge pending form, done,sign  and giving to her to be mail, also completed a Food Stamp annual change income form, done, sign and giving to her to be mail.",,ED,,,,E1,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,T3,,,,,
165,7/3/2012 16:09,,We request today conference for a section 8 recertification pending approval.,,ED,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
165,9/20/2012 0:00,,"Completed food stamp recertification for the client, make copies and givng the forms to her to be mail .",,EI,,,9/25/2012 17:30,E1,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
165,10/10/2012 15:40,,"Ms. Villegas needed help to get copies of her Food Stamp reccertification documents in order to take in person to the FS Office, were she will going to be finger printer and photo. Done.  Is important for her to maintain her Food Stamp because that make her have more money in her to help her to pay her rent.",,EI,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
165,11/7/2012 14:18,,"Ms. Villegas, receive request from Section 8, regarding 1040 taxes for her recertification, she don't file taxes, we request a conference with section 8 in order she could explain and keep her section 8 afforable apartment, we expect that she receipt her conference appoitment within 45 days.",,ED,,,,,,CONT,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,
165,11/29/2012 0:00,,"""""""Takes Initiative
Is capable of following instructions"""" //// Client took the initiative to come to us for help with obtaining a grant for the purchase price of her co-op. She brought her documents that were required and put it together for us. We referred client to PALLADIA and advised her on what to bring and where to go. 

Client went to PALLADIA interview on 11/28/2012, was interviewed by PALLADIA workers and returned to the office on 11/29/2012 telling us that she was approved for a  grant to purchase her co-op.",Angee,OG,,,,OP,12/17/2012 17:03,CONT,,To apply for an HRA grant to be able to purchase her co-op.,Client is a single female with very limited English Speaking skills.,takes initiative and can follow instructions.,Client needs translations services or continue to learn English.,Apply for HRA grant to purchase her co-op share.,11/28/2012,Qualify for HRA grant and use the grant to purchase Co-op share.,1/1/2013,Gather necessary documents from client and prepare a file to take to PALLADIA,Client will meet with Cooper Square staff and both will go to PALLADIA INC. Cooper Square staff member will help client with screening process and will then allow PALLADIA staff to take over and help client with qualifying for the HRA grant.,,TRUE,TRUE,,,,,,,,,,,
